,案號,酒駕前案紀錄
4490,"TYDM,108,壢交簡,728,20190603,1",1
4491,"TYDM,108,壢交簡,811,20190603,1",0
4492,"TYDM,108,壢交簡,964,20190628,1",1
4493,"TYDM,108,審交簡,13,20190621,1",4
4494,"TYDM,108,審交簡,134,20190627,1",3
4495,"TYDM,108,審交簡,151,20190606,1",1
4496,"TYDM,108,審交簡,179,20190625,1",3
4497,"TYDM,108,審交簡,24,20190621,1",1
4498,"TYDM,108,審交簡,39,20190621,1",2
4499,"TYDM,108,審交簡,60,20190628,1",6
4500,"TYDM,108,審交簡,61,20190628,1",4
4501,"TYDM,108,桃交簡,1117,20190604,1",2
4502,"TYDM,108,桃交簡,1210,20190620,1",1
4503,"TYDM,108,桃交簡,1311,20190611,1",0
4504,"TYDM,108,桃交簡,1315,20190624,1",1
4505,"TYDM,108,桃交簡,1332,20190612,1",0
4506,"TYDM,108,桃交簡,1347,20190624,1",0
4507,"TYDM,108,桃交簡,1371,20190617,1",0
4508,"TYDM,108,桃交簡,1398,20190626,1",1
4509,"TYDM,108,桃交簡,1418,20190624,1",0
4510,"TYDM,108,桃交簡,1419,20190626,1",1
4511,"TYDM,108,桃交簡,913,20190604,1",1
4512,"TYDM,108,桃交簡,986,20190604,1",1
4513,"ULDM,108,交簡,60,20190627,1",0
4514,"ULDM,108,交簡,65,20190628,1",1
4515,"ULDM,108,交簡,79,20190618,1",3
4516,"ULDM,108,六交簡,106,20190619,1",2
4517,"ULDM,108,六交簡,126,20190619,1",0
4518,"ULDM,108,六交簡,136,20190619,1",2
4519,"ULDM,108,六交簡,142,20190618,1",1
4520,"ULDM,108,六交簡,148,20190610,1",0
4521,"ULDM,108,六交簡,151,20190619,1",1
4522,"ULDM,108,六交簡,152,20190617,1",0
4523,"ULDM,108,六交簡,162,20190620,1",1
4524,"ULDM,108,六交簡,93,20190619,1",2
4525,"ULDM,108,六交簡,95,20190611,1",3
4526,"ULDM,108,港交簡,128,20190627,1",0
4527,"ULDM,108,港交簡,129,20190628,1",1
4528,"ULDM,108,港交簡,134,20190627,1",0
4529,"ULDM,108,港交簡,142,20190627,1",1
4530,"ULDM,108,港交簡,144,20190603,1",0
4531,"ULDM,108,港交簡,145,20190628,1",2
4532,"ULDM,108,港交簡,147,20190610,1",0
4533,"ULDM,108,港交簡,149,20190614,1",2
4534,"ULDM,108,港交簡,150,20190614,1",1
4535,"ULDM,108,港交簡,157,20190614,1",0
4536,"ULDM,108,港交簡,158,20190610,1",0
4537,"ULDM,108,港交簡,159,20190628,1",2
4538,"ULDM,108,港交簡,160,20190611,1",2
4539,"ULDM,108,港交簡,165,20190624,1",1
4540,"ULDM,108,港交簡,166,20190628,1",1
4541,"ULDM,108,港交簡,189,20190626,1",1
4542,"ULDM,108,港交簡,194,20190628,1",1
4543,"ULDM,108,港交簡,202,20190628,1",1
4544,"CHDM,108,交簡,1034,20190731,1",3
4545,"CHDM,108,交簡,1040,20190730,1",1
4546,"CHDM,108,交簡,1058,20190712,1",1
4547,"CHDM,108,交簡,1095,20190712,1",0
4548,"CHDM,108,交簡,1097,20190708,1",0
4549,"CHDM,108,交簡,1115,20190708,1",1
4550,"CHDM,108,交簡,1128,20190712,1",1
4551,"CHDM,108,交簡,1137,20190731,1",1
4552,"CHDM,108,交簡,1150,20190708,1",1
4553,"CHDM,108,交簡,1159,20190731,1",1
4554,"CHDM,108,交簡,1170,20190710,1",1
4555,"CHDM,108,交簡,1171,20190712,1",1
4556,"CHDM,108,交簡,1184,20190717,1",1
4557,"CHDM,108,交簡,1189,20190708,1",1
4558,"CHDM,108,交簡,1191,20190731,1",0
4559,"CHDM,108,交簡,1196,20190712,1",1
4560,"CHDM,108,交簡,1198,20190712,1",1
4561,"CHDM,108,交簡,1205,20190731,1",1
4562,"CHDM,108,交簡,1208,20190731,1",1
4563,"CHDM,108,交簡,1209,20190712,1",1
4564,"CHDM,108,交簡,1210,20190731,1",1
4565,"CHDM,108,交簡,1211,20190712,1",2
4566,"CHDM,108,交簡,1222,20190717,1",0
4567,"CHDM,108,交簡,1225,20190717,1",0
4568,"CHDM,108,交簡,1227,20190731,1",0
4569,"CHDM,108,交簡,1234,20190710,1",2
4570,"CHDM,108,交簡,1235,20190729,1",1
4571,"CHDM,108,交簡,1236,20190710,1",1
4572,"CHDM,108,交簡,1251,20190731,1",0
4573,"CHDM,108,交簡,1255,20190722,1",1
4574,"CHDM,108,交簡,1257,20190722,1",1
4575,"CHDM,108,交簡,1262,20190724,1",1
4576,"CHDM,108,交簡,1267,20190731,1",1
4577,"CHDM,108,交簡,1272,20190731,1",2
4578,"CHDM,108,交簡,1276,20190731,1",1
4579,"CHDM,108,交簡,1289,20190731,1",2
4580,"CHDM,108,交簡,1293,20190731,1",0
4581,"CHDM,108,交簡,1311,20190731,1",0
4582,"CHDM,108,交簡,1336,20190731,1",0
4583,"CHDM,108,交簡,1344,20190731,1",1
4584,"CHDM,108,交簡,631,20190709,1",1
4585,"CTDM,108,交簡,1050,20190726,1",4
4586,"CTDM,108,交簡,1051,20190726,1",4
4587,"CTDM,108,交簡,1174,20190726,1",4
4588,"CTDM,108,交簡,1259,20190702,1",3
4589,"CTDM,108,交簡,1323,20190729,1",1
4590,"CTDM,108,交簡,1442,20190726,1",4
4591,"CTDM,108,交簡,1450,20190716,1",6
4592,"CTDM,108,交簡,1529,20190702,1",4
4593,"CTDM,108,交簡,1543,20190712,1",1
4594,"CTDM,108,交簡,1593,20190717,1",0
4595,"CTDM,108,交簡,1611,20190703,1",1
4596,"CTDM,108,交簡,1621,20190710,1",1
4597,"CTDM,108,交簡,1625,20190703,1",0
4598,"CTDM,108,交簡,1630,20190703,1",2
4599,"CTDM,108,交簡,1631,20190710,1",1
4600,"CTDM,108,交簡,1633,20190710,1",2
4601,"CTDM,108,交簡,1638,20190710,1",0
4602,"CTDM,108,交簡,1648,20190710,1",0
4603,"CTDM,108,交簡,1650,20190716,1",1
4604,"CTDM,108,交簡,1654,20190710,1",0
4605,"CTDM,108,交簡,1658,20190705,1",2
4606,"CTDM,108,交簡,1662,20190710,1",2
4607,"CTDM,108,交簡,1667,20190710,1",0
4608,"CTDM,108,交簡,1668,20190729,1",1
4609,"CTDM,108,交簡,1672,20190715,1",3
4610,"CTDM,108,交簡,1673,20190710,1",3
4611,"CTDM,108,交簡,1677,20190729,1",1
4612,"CTDM,108,交簡,1681,20190712,1",3
4613,"CTDM,108,交簡,1682,20190710,1",1
4614,"CTDM,108,交簡,1683,20190710,1",3
4615,"CTDM,108,交簡,1687,20190709,1",1
4616,"CTDM,108,交簡,1691,20190710,1",1
4617,"CTDM,108,交簡,1693,20190716,1",0
4618,"CTDM,108,交簡,1694,20190731,1",3
4619,"CTDM,108,交簡,1699,20190710,1",1
4620,"CTDM,108,交簡,1703,20190709,1",1
4621,"CTDM,108,交簡,1705,20190716,1",3
4622,"CTDM,108,交簡,1706,20190723,1",1
4623,"CTDM,108,交簡,1714,20190722,1",2
4624,"CTDM,108,交簡,1719,20190715,1",1
4625,"CTDM,108,交簡,1720,20190716,1",1
4626,"CTDM,108,交簡,1725,20190715,1",0
4627,"CTDM,108,交簡,1731,20190731,1",0
4628,"CTDM,108,交簡,1739,20190722,1",3
4629,"CTDM,108,交簡,1741,20190725,1",1
4630,"CTDM,108,交簡,1745,20190731,1",2
4631,"CTDM,108,交簡,1746,20190723,1",1
4632,"CTDM,108,交簡,1756,20190729,1",1
4633,"CTDM,108,交簡,1758,20190722,1",0
4634,"CTDM,108,交簡,1759,20190719,1",0
4635,"CTDM,108,交簡,1761,20190716,1",1
4636,"CTDM,108,交簡,1763,20190731,1",1
4637,"CTDM,108,交簡,1767,20190716,1",0
4638,"CTDM,108,交簡,1783,20190729,1",0
4639,"CTDM,108,交簡,1784,20190729,1",1
4640,"CTDM,108,交簡,1789,20190731,1",2
4641,"CTDM,108,交簡,1794,20190724,1",1
4642,"CTDM,108,交簡,1804,20190731,1",1
4643,"CTDM,108,交簡,1810,20190731,1",1
4644,"CTDM,108,交簡,1812,20190724,1",3
4645,"CTDM,108,交簡,1813,20190731,1",1
4646,"CTDM,108,交簡,1814,20190731,1",1
4647,"CTDM,108,交簡,1819,20190730,1",0
4648,"CTDM,108,交簡,1824,20190729,1",3
4649,"CTDM,108,交簡,1828,20190730,1",1
4650,"CTDM,108,交簡,1840,20190731,1",1
4651,"CTDM,108,交簡,1846,20190729,1",1
4652,"CTDM,108,交簡,1847,20190730,1",2
4653,"CTDM,108,交簡,1850,20190729,1",2
4654,"CTDM,108,交簡,1853,20190731,1",0
4655,"CTDM,108,交簡,1858,20190730,1",0
4656,"CTDM,108,交簡,1861,20190731,1",0
4657,"CTDM,108,交簡,1868,20190731,1",1
4658,"CTDM,108,交簡,1870,20190731,1",2
4659,"CTDM,108,交簡,1883,20190731,1",2
4660,"CTDM,108,交簡,1885,20190731,1",0
4661,"CTDM,108,交簡,1889,20190731,1",0
4662,"CTDM,108,交簡,1895,20190731,1",0
4663,"CTDM,108,交簡,1896,20190731,1",0
4664,"CTDM,108,交簡,474,20190731,1",1
4665,"CTDM,108,交簡,919,20190726,1",3
4666,"CTDM,108,交簡,981,20190704,1",4
4667,"CYDM,108,嘉交簡,797,20190722,1",1
4668,"CYDM,108,嘉交簡,818,20190722,1",1
4669,"CYDM,108,嘉交簡,833,20190711,1",1
4670,"CYDM,108,嘉交簡,839,20190703,1",0
4671,"CYDM,108,嘉交簡,849,20190711,1",2
4672,"CYDM,108,嘉交簡,853,20190729,1",0
4673,"CYDM,108,嘉交簡,862,20190729,1",1
4674,"CYDM,108,嘉交簡,878,20190716,1",1
4675,"CYDM,108,嘉交簡,885,20190729,1",1
4676,"CYDM,108,嘉交簡,888,20190724,1",1
4677,"CYDM,108,嘉交簡,896,20190724,1",1
4678,"CYDM,108,嘉交簡,904,20190730,1",2
4679,"CYDM,108,嘉交簡,907,20190729,1",2
4680,"CYDM,108,嘉交簡,910,20190731,1",2
4681,"CYDM,108,嘉交簡,911,20190731,1",5
4682,"CYDM,108,嘉交簡,916,20190731,1",5
4683,"CYDM,108,嘉交簡,917,20190729,1",0
4684,"CYDM,108,嘉交簡,922,20190731,1",2
4685,"CYDM,108,嘉交簡,925,20190731,1",0
4686,"CYDM,108,嘉交簡,928,20190731,1",1
4687,"CYDM,108,朴交簡,376,20190717,1",0
4688,"CYDM,108,朴交簡,388,20190715,1",1
4689,"CYDM,108,朴交簡,389,20190729,1",0
4690,"CYDM,108,朴交簡,395,20190729,1",3
4691,"CYDM,108,朴交簡,403,20190725,1",1
4692,"CYDM,108,朴交簡,411,20190729,1",2
4693,"CYDM,108,朴交簡,415,20190731,1",1
4694,"CYDM,108,朴交簡,418,20190731,1",2
4695,"CYDM,108,朴交簡,419,20190731,1",1
4696,"CYDM,108,朴交簡,424,20190731,1",3
4697,"FYEM,108,豐交簡,497,20190724,1",1
4698,"FYEM,108,豐交簡,502,20190724,1",1
4699,"FYEM,108,豐交簡,506,20190724,1",1
4700,"FYEM,108,豐交簡,507,20190724,1",2
4701,"FYEM,108,豐交簡,530,20190724,1",1
4702,"FYEM,108,豐交簡,537,20190726,1",3
4703,"FYEM,108,豐交簡,543,20190726,1",1
4704,"FYEM,108,豐交簡,556,20190726,1",2
4705,"FYEM,108,豐交簡,567,20190726,1",1
4706,"FYEM,108,豐交簡,571,20190726,1",3
4707,"FYEM,108,豐交簡,587,20190730,1",1
4708,"HLDM,108,花交簡,223,20190701,1",1
4709,"HLDM,108,花交簡,249,20190722,1",1
4710,"HLDM,108,花交簡,269,20190708,1",1
4711,"HLDM,108,花交簡,299,20190729,1",1
4712,"ILDM,108,交簡,495,20190710,1",1
4713,"ILDM,108,交簡,504,20190715,1",0
4714,"ILDM,108,交簡,507,20190710,1",2
4715,"ILDM,108,交簡,514,20190710,1",1
4716,"ILDM,108,交簡,517,20190710,1",2
4717,"ILDM,108,交簡,527,20190711,1",2
4718,"ILDM,108,交簡,529,20190701,1",0
4719,"ILDM,108,交簡,532,20190715,1",1
4720,"ILDM,108,交簡,547,20190710,1",1
4721,"ILDM,108,交簡,552,20190715,1",0
4722,"ILDM,108,交簡,554,20190715,1",0
4723,"ILDM,108,交簡,557,20190708,1",1
4724,"ILDM,108,交簡,569,20190704,1",1
4725,"ILDM,108,交簡,577,20190708,1",1
4726,"ILDM,108,交簡,588,20190715,1",1
4727,"ILDM,108,交簡,594,20190712,1",1
4728,"ILDM,108,交簡,596,20190715,1",0
4729,"ILDM,108,交簡,597,20190731,1",1
4730,"ILDM,108,交簡,602,20190724,1",2
4731,"ILDM,108,交簡,607,20190724,1",2
4732,"ILDM,108,交簡,617,20190719,1",2
4733,"ILDM,108,交簡,639,20190731,1",1
4734,"ILDM,108,交簡,646,20190731,1",2
4735,"ILDM,108,交簡,647,20190731,1",1
4736,"ILDM,108,交簡,648,20190725,1",0
4737,"ILDM,108,交簡,653,20190730,1",0
4738,"ILDM,108,交簡,657,20190730,1",1
4739,"KLDM,108,基交簡,318,20190703,1",1
4740,"KLDM,108,基交簡,359,20190704,1",3
4741,"KLDM,108,基交簡,360,20190715,1",2
4742,"KLDM,108,基交簡,363,20190705,1",0
4743,"KLDM,108,基交簡,364,20190705,1",0
4744,"KLDM,108,基交簡,365,20190705,1",0
4745,"KLDM,108,基交簡,366,20190708,1",1
4746,"KLDM,108,基交簡,367,20190705,1",1
4747,"KLDM,108,基交簡,368,20190716,1",3
4748,"KLDM,108,基交簡,371,20190710,1",1
4749,"KLDM,108,基交簡,372,20190719,1",1
4750,"KLDM,108,基交簡,373,20190718,1",1
4751,"KLDM,108,基交簡,375,20190711,1",1
4752,"KLDM,108,基交簡,377,20190712,1",1
4753,"KLDM,108,基交簡,378,20190717,1",1
4754,"KLDM,108,基交簡,380,20190719,1",1
4755,"KLDM,108,基交簡,383,20190719,1",2
4756,"KLDM,108,基交簡,386,20190730,1",1
4757,"KLDM,108,基交簡,395,20190729,1",1
4758,"KLDM,108,基交簡,402,20190731,1",0
4759,"KMEM,108,城交簡,36,20190731,1",2
4760,"KMEM,108,城交簡,66,20190731,1",1
4761,"KSDM,108,交簡,1526,20190711,1",2
4762,"KSDM,108,交簡,1592,20190711,1",0
4763,"KSDM,108,交簡,1622,20190701,1",1
4764,"KSDM,108,交簡,1644,20190731,1",4
4765,"KSDM,108,交簡,1660,20190701,1",1
4766,"KSDM,108,交簡,1666,20190711,1",2
4767,"KSDM,108,交簡,1679,20190710,1",0
4768,"KSDM,108,交簡,1689,20190710,1",1
4769,"KSDM,108,交簡,1719,20190724,1",3
4770,"KSDM,108,交簡,1735,20190712,1",1
4771,"KSDM,108,交簡,1739,20190724,1",0
4772,"KSDM,108,交簡,1766,20190723,1",1
4773,"KSDM,108,交簡,1769,20190711,1",2
4774,"KSDM,108,交簡,1779,20190702,1",0
4775,"KSDM,108,交簡,1793,20190723,1",2
4776,"KSDM,108,交簡,1826,20190708,1",2
4777,"KSDM,108,交簡,1828,20190708,1",1
4778,"KSDM,108,交簡,1839,20190708,1",1
4779,"KSDM,108,交簡,1844,20190708,1",0
4780,"KSDM,108,交簡,1846,20190731,1",0
4781,"KSDM,108,交簡,1851,20190708,1",2
4782,"KSDM,108,交簡,1858,20190729,1",1
4783,"KSDM,108,交簡,1865,20190729,1",0
4784,"KSDM,108,交簡,1866,20190729,1",0
4785,"KSDM,108,交簡,1872,20190704,1",1
4786,"KSDM,108,交簡,1879,20190729,1",0
4787,"KSDM,108,交簡,1880,20190724,1",1
4788,"KSDM,108,交簡,1882,20190708,1",0
4789,"KSDM,108,交簡,1883,20190708,1",0
4790,"KSDM,108,交簡,1884,20190729,1",3
4791,"KSDM,108,交簡,1886,20190724,1",0
4792,"KSDM,108,交簡,1889,20190708,1",0
4793,"KSDM,108,交簡,1894,20190724,1",0
4794,"KSDM,108,交簡,1897,20190708,1",0
4795,"KSDM,108,交簡,1898,20190724,1",2
4796,"KSDM,108,交簡,1902,20190708,1",0
4797,"KSDM,108,交簡,1905,20190724,1",1
4798,"KSDM,108,交簡,1908,20190708,1",0
4799,"KSDM,108,交簡,1909,20190729,1",2
4800,"KSDM,108,交簡,1910,20190724,1",1
4801,"KSDM,108,交簡,1911,20190723,1",0
4802,"KSDM,108,交簡,1914,20190724,1",1
4803,"KSDM,108,交簡,1917,20190729,1",1
4804,"KSDM,108,交簡,1922,20190724,1",3
4805,"KSDM,108,交簡,1927,20190729,1",2
4806,"KSDM,108,交簡,1929,20190724,1",2
4807,"KSDM,108,交簡,1930,20190708,1",1
4808,"KSDM,108,交簡,1931,20190729,1",1
4809,"KSDM,108,交簡,1934,20190711,1",0
4810,"KSDM,108,交簡,1941,20190729,1",0
4811,"KSDM,108,交簡,1942,20190708,1",3
4812,"KSDM,108,交簡,1943,20190724,1",2
4813,"KSDM,108,交簡,1947,20190729,1",1
4814,"KSDM,108,交簡,1949,20190710,1",1
4815,"KSDM,108,交簡,1950,20190729,1",1
4816,"KSDM,108,交簡,1953,20190729,1",0
4817,"KSDM,108,交簡,1955,20190716,1",1
4818,"KSDM,108,交簡,1956,20190702,1",1
4819,"KSDM,108,交簡,1957,20190724,1",0
4820,"KSDM,108,交簡,1961,20190708,1",0
4821,"KSDM,108,交簡,1962,20190710,1",1
4822,"KSDM,108,交簡,1971,20190712,1",0
4823,"KSDM,108,交簡,1975,20190704,1",0
4824,"KSDM,108,交簡,1977,20190724,1",0
4825,"KSDM,108,交簡,1978,20190704,1",1
4826,"KSDM,108,交簡,1981,20190729,1",1
4827,"KSDM,108,交簡,1982,20190725,1",3
4828,"KSDM,108,交簡,1983,20190729,1",2
4829,"KSDM,108,交簡,1984,20190704,1",1
4830,"KSDM,108,交簡,1987,20190723,1",1
4831,"KSDM,108,交簡,1988,20190712,1",0
4832,"KSDM,108,交簡,1989,20190708,1",1
4833,"KSDM,108,交簡,1991,20190724,1",1
4834,"KSDM,108,交簡,1992,20190708,1",0
4835,"KSDM,108,交簡,1993,20190704,1",1
4836,"KSDM,108,交簡,1994,20190724,1",2
4837,"KSDM,108,交簡,1998,20190729,1",1
4838,"KSDM,108,交簡,2000,20190704,1",1
4839,"KSDM,108,交簡,2005,20190724,1",3
4840,"KSDM,108,交簡,2009,20190729,1",0
4841,"KSDM,108,交簡,2011,20190718,1",5
4842,"KSDM,108,交簡,2016,20190712,1",0
4843,"KSDM,108,交簡,2018,20190704,1",3
4844,"KSDM,108,交簡,2020,20190729,1",0
4845,"KSDM,108,交簡,2022,20190717,1",0
4846,"KSDM,108,交簡,2026,20190724,1",2
4847,"KSDM,108,交簡,2027,20190729,1",1
4848,"KSDM,108,交簡,2031,20190704,1",2
4849,"KSDM,108,交簡,2034,20190711,1",2
4850,"KSDM,108,交簡,2040,20190718,1",3
4851,"KSDM,108,交簡,2041,20190730,1",2
4852,"KSDM,108,交簡,2044,20190730,1",2
4853,"KSDM,108,交簡,2046,20190705,1",0
4854,"KSDM,108,交簡,2047,20190730,1",0
4855,"KSDM,108,交簡,2049,20190712,1",1
4856,"KSDM,108,交簡,2050,20190730,1",1
4857,"KSDM,108,交簡,2055,20190712,1",1
4858,"KSDM,108,交簡,2056,20190717,1",1
4859,"KSDM,108,交簡,2057,20190730,1",0
4860,"KSDM,108,交簡,2061,20190730,1",1
4861,"KSDM,108,交簡,2062,20190717,1",1
4862,"KSDM,108,交簡,2066,20190718,1",2
4863,"KSDM,108,交簡,2067,20190723,1",1
4864,"KSDM,108,交簡,2069,20190717,1",2
4865,"KSDM,108,交簡,2071,20190712,1",0
4866,"KSDM,108,交簡,2074,20190730,1",2
4867,"KSDM,108,交簡,2075,20190710,1",1
4868,"KSDM,108,交簡,2076,20190730,1",1
4869,"KSDM,108,交簡,2077,20190712,1",1
4870,"KSDM,108,交簡,2078,20190731,1",3
4871,"KSDM,108,交簡,2080,20190715,1",1
4872,"KSDM,108,交簡,2081,20190705,1",1
4873,"KSDM,108,交簡,2082,20190710,1",1
4874,"KSDM,108,交簡,2083,20190730,1",0
4875,"KSDM,108,交簡,2085,20190718,1",1
4876,"KSDM,108,交簡,2086,20190730,1",1
4877,"KSDM,108,交簡,2091,20190715,1",1
4878,"KSDM,108,交簡,2092,20190730,1",2
4879,"KSDM,108,交簡,2098,20190730,1",1
4880,"KSDM,108,交簡,2099,20190717,1",1
4881,"KSDM,108,交簡,2100,20190723,1",1
4882,"KSDM,108,交簡,2102,20190730,1",3
4883,"KSDM,108,交簡,2108,20190717,1",1
4884,"KSDM,108,交簡,2111,20190730,1",3
4885,"KSDM,108,交簡,2114,20190729,1",0
4886,"KSDM,108,交簡,2116,20190708,1",0
4887,"KSDM,108,交簡,2117,20190730,1",1
4888,"KSDM,108,交簡,2118,20190729,1",1
4889,"KSDM,108,交簡,2120,20190723,1",2
4890,"KSDM,108,交簡,2121,20190717,1",1
4891,"KSDM,108,交簡,2125,20190729,1",2
4892,"KSDM,108,交簡,2126,20190729,1",2
4893,"KSDM,108,交簡,2127,20190729,1",0
4894,"KSDM,108,交簡,2129,20190729,1",1
4895,"KSDM,108,交簡,2131,20190724,1",1
4896,"KSDM,108,交簡,2139,20190712,1",1
4897,"KSDM,108,交簡,2141,20190729,1",0
4898,"KSDM,108,交簡,2142,20190731,1",0
4899,"KSDM,108,交簡,2144,20190731,1",1
4900,"KSDM,108,交簡,2149,20190731,1",3
4901,"KSDM,108,交簡,2150,20190729,1",1
4902,"KSDM,108,交簡,2152,20190729,1",1
4903,"KSDM,108,交簡,2153,20190729,1",3
4904,"KSDM,108,交簡,2155,20190723,1",1
4905,"KSDM,108,交簡,2156,20190712,1",0
4906,"KSDM,108,交簡,2159,20190729,1",2
4907,"KSDM,108,交簡,2161,20190729,1",2
4908,"KSDM,108,交簡,2162,20190729,1",3
4909,"KSDM,108,交簡,2163,20190724,1",1
4910,"KSDM,108,交簡,2165,20190718,1",3
4911,"KSDM,108,交簡,2166,20190724,1",1
4912,"KSDM,108,交簡,2167,20190729,1",2
4913,"KSDM,108,交簡,2168,20190719,1",2
4914,"KSDM,108,交簡,2169,20190730,1",2
4915,"KSDM,108,交簡,2170,20190729,1",1
4916,"KSDM,108,交簡,2171,20190725,1",1
4917,"KSDM,108,交簡,2175,20190718,1",1
4918,"KSDM,108,交簡,2177,20190724,1",2
4919,"KSDM,108,交簡,2180,20190718,1",2
4920,"KSDM,108,交簡,2185,20190712,1",2
4921,"KSDM,108,交簡,2188,20190731,1",0
4922,"KSDM,108,交簡,2189,20190731,1",2
4923,"KSDM,108,交簡,2190,20190731,1",3
4924,"KSDM,108,交簡,2197,20190729,1",2
4925,"KSDM,108,交簡,2201,20190724,1",1
4926,"KSDM,108,交簡,2207,20190731,1",0
4927,"KSDM,108,交簡,2212,20190725,1",2
4928,"KSDM,108,交簡,2213,20190731,1",0
4929,"KSDM,108,交簡,2214,20190724,1",2
4930,"KSDM,108,交簡,2215,20190724,1",1
4931,"KSDM,108,交簡,2217,20190722,1",1
4932,"KSDM,108,交簡,2228,20190731,1",1
4933,"KSDM,108,交簡,2231,20190731,1",2
4934,"KSDM,108,交簡,2238,20190724,1",0
4935,"KSDM,108,交簡,2244,20190729,1",0
4936,"KSDM,108,交簡,2250,20190731,1",1
4937,"KSDM,108,交簡,2252,20190731,1",1
4938,"KSDM,108,交簡,2254,20190729,1",2
4939,"KSDM,108,交簡,2261,20190729,1",1
4940,"KSDM,108,交簡,2264,20190726,1",2
4941,"KSDM,108,交簡,2265,20190729,1",1
4942,"KSDM,108,交簡,2271,20190722,1",1
4943,"KSDM,108,交簡,2273,20190729,1",1
4944,"KSDM,108,交簡,2278,20190730,1",0
4945,"KSDM,108,交簡,2280,20190726,1",3
4946,"KSDM,108,交簡,2284,20190730,1",1
4947,"KSDM,108,交簡,2294,20190730,1",1
4948,"KSDM,108,交簡,2295,20190729,1",2
4949,"KSDM,108,交簡,2297,20190730,1",1
4950,"KSDM,108,交簡,2301,20190726,1",1
4951,"KSDM,108,交簡,2345,20190731,1",5
4952,"KSDM,108,交簡,915,20190711,1",0
4953,"MLDM,108,苗交簡,554,20190709,1",1
4954,"MLDM,108,苗交簡,561,20190709,1",0
4955,"MLDM,108,苗交簡,564,20190709,1",2
4956,"MLDM,108,苗交簡,592,20190719,1",1
4957,"MLDM,108,苗交簡,597,20190715,1",1
4958,"MLDM,108,苗交簡,605,20190719,1",1
4959,"MLDM,108,苗交簡,608,20190717,1",1
4960,"MLDM,108,苗交簡,611,20190718,1",1
4961,"MLDM,108,苗交簡,612,20190719,1",0
4962,"MLDM,108,苗交簡,625,20190705,1",2
4963,"MLDM,108,苗交簡,626,20190729,1",2
4964,"MLDM,108,苗交簡,631,20190729,1",1
4965,"MLDM,108,苗交簡,632,20190705,1",1
4966,"MLDM,108,苗交簡,647,20190730,1",0
4967,"MLDM,108,苗交簡,650,20190730,1",2
4968,"MLDM,108,苗交簡,656,20190716,1",1
4969,"MLDM,108,苗交簡,657,20190716,1",1
4970,"MLDM,108,苗交簡,664,20190716,1",1
4971,"MLDM,108,苗交簡,668,20190712,1",2
4972,"MLDM,108,苗交簡,670,20190729,1",1
4973,"MLDM,108,苗交簡,671,20190719,1",1
4974,"MLDM,108,苗交簡,682,20190719,1",1
4975,"MLDM,108,苗交簡,694,20190725,1",0
4976,"MLDM,108,苗交簡,698,20190725,1",1
4977,"MLDM,108,苗交簡,713,20190731,1",1
4978,"MLDM,108,苗交簡,726,20190731,1",1
4979,"NTDM,108,埔交簡,133,20190703,1",1
4980,"NTDM,108,埔交簡,143,20190719,1",1
4981,"NTDM,108,埔交簡,95,20190703,1",0
4982,"NTDM,108,埔交簡,96,20190717,1",0
4983,"NTDM,108,投交簡,175,20190701,1",0
4984,"NTDM,108,投交簡,182,20190701,1",0
4985,"NTDM,108,投交簡,203,20190703,1",0
4986,"NTDM,108,投交簡,220,20190703,1",0
4987,"NTDM,108,投交簡,229,20190712,1",1
4988,"NTDM,108,投交簡,238,20190712,1",0
4989,"NTDM,108,投交簡,265,20190702,1",2
4990,"NTDM,108,投交簡,284,20190704,1",3
4991,"NTDM,108,投交簡,309,20190729,1",0
4992,"PCDM,108,交簡,130,20190704,1",1
4993,"PCDM,108,交簡,1680,20190708,1",0
4994,"PCDM,108,交簡,1767,20190702,1",0
4995,"PCDM,108,交簡,1790,20190708,1",1
4996,"PCDM,108,交簡,1793,20190708,1",1
4997,"PCDM,108,交簡,1795,20190708,1",1
4998,"PCDM,108,交簡,1800,20190708,1",1
4999,"PCDM,108,交簡,1801,20190705,1",1
5000,"PCDM,108,交簡,1804,20190708,1",1
5001,"PCDM,108,交簡,1807,20190705,1",2
5002,"PCDM,108,交簡,1828,20190708,1",1
5003,"PCDM,108,交簡,1834,20190708,1",1
5004,"PCDM,108,交簡,1849,20190708,1",1
5005,"PCDM,108,交簡,1867,20190716,1",1
5006,"PCDM,108,交簡,1882,20190708,1",1
5007,"PCDM,108,交簡,1905,20190712,1",1
5008,"PCDM,108,交簡,1919,20190712,1",1
5009,"PCDM,108,交簡,1940,20190715,1",1
5010,"PCDM,108,交簡,1957,20190719,1",1
5011,"PCDM,108,交簡,1964,20190722,1",1
5012,"PCDM,108,交簡,1969,20190717,1",1
5013,"PCDM,108,交簡,1974,20190718,1",1
5014,"PCDM,108,交簡,1976,20190718,1",1
5015,"PCDM,108,交簡,1984,20190718,1",4
5016,"PCDM,108,交簡,1992,20190718,1",1
5017,"PCDM,108,交簡,1994,20190718,1",1
5018,"PCDM,108,交簡,2002,20190719,1",1
5019,"PCDM,108,交簡,2003,20190722,1",1
5020,"PCDM,108,交簡,2006,20190719,1",1
5021,"PCDM,108,交簡,2014,20190724,1",2
5022,"PCDM,108,交簡,2016,20190722,1",2
5023,"PCDM,108,交簡,2017,20190722,1",1
